present_only_in,from_bus,to_bus,circuit_id,row_count
gpu,41776,41811,1,1
gpu,41776,42028,1,1
gpu,41778,41779,1,1
gpu,41780,41814,1,1
gpu,41781,41782,1,1
gpu,41781,41789,1,1
gpu,41781,41807,1,1
gpu,41783,41785,1,1
gpu,41783,41786,1,1
gpu,41784,41783,1,1
gpu,41784,42213,1,1
gpu,41784,61226,1,1
gpu,41786,41904,1,1
gpu,41787,41659,1,1
gpu,41787,41788,1,1
gpu,41790,41794,1,1
gpu,41790,41795,1,1
gpu,41790,71590,1,1
gpu,41791,41809,1,1
gpu,41791,71590,1,1
gpu,41792,71590,1,1
gpu,41795,41807,1,1
gpu,41796,41797,1,1
gpu,41796,41798,1,1
gpu,41798,41789,1,1
gpu,41798,41799,1,1
gpu,41800,41801,1,1
gpu,41801,41778,1,1
gpu,41802,41425,1,1
gpu,41802,41804,1,1
gpu,41803,41802,1,1
gpu,41805,41776,1,1
gpu,41805,41806,1,1
gpu,41805,41813,1,1
gpu,41808,41810,1,1
gpu,41809,41808,1,1
gpu,41809,42213,1,1
gpu,41810,41778,1,1
gpu,41811,41904,1,1
gpu,41813,41812,1,1
gpu,41814,41377,1,1
gpu,41814,41815,1,1
gpu,41816,41851,1,1
gpu,41816,42022,1,1
gpu,41817,41818,1,1
gpu,41819,41820,1,1
gpu,41819,41821,1,1
gpu,41821,41841,1,1
gpu,41821,41843,1,1
gpu,41821,42022,1,1
gpu,41822,41821,1,1
gpu,41822,41830,1,1
gpu,41823,41851,1,1
gpu,41823,42202,1,1
gpu,41824,41485,1,1
gpu,41825,41826,1,1
gpu,41826,27011,1,1
gpu,41826,41832,1,1
gpu,41827,41828,1,1
gpu,41828,41849,1,1
gpu,41829,41830,1,1
gpu,41831,41949,1,1
gpu,41831,41995,1,1
gpu,41832,71591,1,1
gpu,41833,71591,1,1
gpu,41834,71591,1,1
gpu,41836,41828,1,1
gpu,41836,41849,1,1
gpu,41836,41923,1,1
gpu,41837,41838,1,1
gpu,41839,41840,1,1
gpu,41839,42004,1,1
gpu,41841,41842,1,1
gpu,41843,41841,1,1
gpu,41843,41844,1,1
gpu,41843,41845,1,1
gpu,41843,42089,1,1
gpu,41845,42125,1,1
gpu,41845,71592,1,1
gpu,41846,71592,1,1
gpu,41847,71592,1,1
gpu,41849,41469,1,1
gpu,41849,41850,1,1
gpu,41851,41832,1,1
gpu,41851,41852,1,1
gpu,41853,41854,1,1
gpu,41854,41923,1,1
gpu,41854,42037,1,1
gpu,41855,41465,1,1
gpu,41856,41562,1,1
gpu,41856,41857,1,1
gpu,41856,41923,1,1
gpu,41858,41859,1,1
gpu,41858,41862,1,1
gpu,41861,67911,1,1
gpu,41862,41860,1,1
gpu,41863,41858,1,1
gpu,41863,41874,1,1
gpu,41864,42055,1,1
gpu,41865,41864,1,1
gpu,41865,41866,1,1
gpu,41867,41870,1,1
gpu,41867,42116,1,1
gpu,41868,41869,1,1
gpu,41869,41862,1,1
gpu,41869,41864,1,1
gpu,41870,41871,1,1
gpu,41870,67880,1,1
gpu,41872,67207,1,1
gpu,41873,41874,1,1
gpu,41873,41875,1,1
gpu,41874,41919,1,1
gpu,41874,42012,1,1
gpu,41876,41582,1,1
gpu,41876,41656,1,1
gpu,41878,41882,1,1
gpu,41879,41878,1,1
gpu,41879,41881,1,1
gpu,41880,41553,1,1
gpu,41880,41879,1,1
gpu,41881,67272,1,1
gpu,41881,68002,1,1
gpu,41882,42182,1,1
gpu,41883,41884,1,1
gpu,41883,41885,1,1
gpu,41885,41495,1,1
gpu,41885,41580,1,1
gpu,41886,41887,1,1
gpu,41886,41888,1,1
gpu,41886,41889,1,1
gpu,41886,41890,1,1
gpu,41890,42012,1,1
gpu,41891,41892,1,1
gpu,41891,41893,1,1
gpu,41891,41894,1,1
gpu,41891,41895,1,1
gpu,41894,41962,1,1
gpu,41894,41999,1,1
gpu,41896,41900,1,1
gpu,41896,41901,1,1
gpu,41896,71593,1,1
gpu,41897,71593,1,1
gpu,41898,71593,1,1
gpu,41900,41817,1,1
gpu,41902,41903,1,1
gpu,41902,41904,1,1
gpu,41902,41905,1,1
gpu,41902,41906,1,1
gpu,41904,41810,1,1
gpu,41907,41909,1,1
gpu,41908,41798,1,1
gpu,41908,41812,1,1
gpu,41908,41907,1,1
gpu,41908,42147,1,1
gpu,41910,41914,1,1
gpu,41910,41915,1,1
gpu,41910,41916,1,1
gpu,41910,71594,1,1
gpu,41911,71594,1,1
gpu,41912,71594,1,1
gpu,41914,41497,1,1
gpu,41917,41918,1,1
gpu,41917,41919,1,1
gpu,41917,41920,1,1
gpu,41921,41926,1,1
gpu,41921,41928,1,1
gpu,41921,71595,1,1
gpu,41922,41927,1,1
gpu,41922,41929,1,1
gpu,41922,71595,1,1
gpu,41923,41922,1,1
gpu,41923,42139,1,1
gpu,41924,71595,1,1
gpu,41926,41515,1,1
gpu,41927,41516,1,1
gpu,41930,41931,1,1
gpu,41930,41932,1,1
gpu,41930,41933,1,1
gpu,41930,41934,1,1
gpu,41930,41935,1,1
gpu,41932,42017,1,1
gpu,41936,41939,1,1
gpu,41936,41940,1,1
gpu,41936,41941,1,1
gpu,41936,41942,1,1
gpu,41936,41943,1,1
gpu,41936,41944,1,1
gpu,41936,41945,1,1
gpu,41936,41946,1,1
gpu,41937,41936,1,1
gpu,41938,41459,1,1
gpu,41938,41937,1,1
gpu,41938,42140,1,1
gpu,41938,42171,1,1
gpu,41945,42182,1,1
gpu,41945,65516,1,1
gpu,41947,41948,1,1
gpu,41947,41949,1,1
gpu,41949,41986,1,1
gpu,41950,41951,1,1
gpu,41951,41517,1,1
gpu,41951,41527,1,1
gpu,41951,42134,1,1
gpu,41952,41953,1,1
gpu,41952,41954,1,1
gpu,41954,41771,1,1
gpu,41955,42110,1,1
gpu,41956,41957,1,1
gpu,41956,41958,1,1
gpu,41956,42165,1,1
gpu,41959,41960,1,1
gpu,41959,41961,1,1
gpu,41959,41962,1,1
gpu,41962,41955,1,1
gpu,41963,41964,1,1
gpu,41963,41965,1,1
gpu,41963,42006,1,1
gpu,41966,41967,1,1
gpu,41966,41968,1,1
gpu,41966,41969,1,1
gpu,41966,41970,1,1
gpu,41970,41739,1,1
gpu,41970,41747,1,1
gpu,41970,41756,1,1
gpu,41971,41975,1,1
gpu,41971,41976,1,1
gpu,41971,41977,1,1
gpu,41971,41978,1,1
gpu,41971,71596,1,1
gpu,41972,71596,1,1
gpu,41973,71596,1,1
gpu,41978,41553,1,1
gpu,41978,41860,1,1
gpu,41979,41983,1,1
gpu,41979,41984,1,1
gpu,41979,71597,1,1
gpu,41980,71597,1,1
gpu,41981,71597,1,1
gpu,41985,41986,1,1
gpu,41986,42202,1,1
gpu,41987,41414,1,1
gpu,41987,41423,1,1
gpu,41987,41988,1,1
gpu,41987,41989,1,1
gpu,41987,41990,1,1
gpu,41991,41992,1,1
gpu,41993,41994,1,1
gpu,41993,41995,1,1
gpu,41993,41996,1,1
gpu,41995,41830,1,1
gpu,41997,41998,1,1
gpu,41997,41999,1,1
gpu,42000,42004,1,1
gpu,42000,42005,1,1
gpu,42000,71598,1,1
gpu,42001,71598,1,1
gpu,42002,71598,1,1
gpu,42006,41732,1,1
gpu,42008,42009,1,1
gpu,42008,42010,1,1
gpu,42009,41932,1,1
gpu,42009,42017,1,1
gpu,42011,41605,1,1
gpu,42012,41919,1,1
gpu,42012,42013,1,1
gpu,42012,42014,1,1
gpu,42015,42018,1,1
gpu,42015,42020,1,1
gpu,42016,42015,1,1
gpu,42016,42019,1,1
gpu,42017,42016,1,1
gpu,42019,41258,1,1
gpu,42019,42153,1,1
gpu,42020,41218,1,1
gpu,42020,42049,1,1
gpu,42020,42154,1,1
gpu,42021,42026,1,1
gpu,42021,42027,1,1
gpu,42021,71599,1,1
gpu,42022,41830,1,1
gpu,42022,41831,1,1
gpu,42022,42021,1,1
gpu,42023,71599,1,1
gpu,42024,71599,1,1
gpu,42026,41927,1,1
gpu,42028,42029,1,1
gpu,42028,42030,1,1
gpu,42028,42215,1,1
gpu,42031,42032,1,1
gpu,42033,42034,1,1
gpu,42033,42035,1,1
gpu,42033,42036,1,1
gpu,42037,41817,1,1
gpu,42037,42139,1,1
gpu,42038,42039,1,1
gpu,42038,42040,1,1
gpu,42038,42041,1,1
gpu,42040,41556,1,1
gpu,42040,42157,1,1
gpu,42042,42047,1,1
gpu,42042,42048,1,1
gpu,42042,42049,1,1
gpu,42042,71600,1,1
gpu,42043,42050,1,1
gpu,42043,71600,1,1
gpu,42044,42043,1,1
gpu,42045,71600,1,1
gpu,42049,42104,1,1
gpu,42050,42103,1,1
gpu,42051,42052,1,1
gpu,42053,42054,1,1
gpu,42053,42055,1,1
gpu,42055,42116,1,1
gpu,42056,42061,1,1
gpu,42056,42062,1,1
gpu,42056,42063,1,1
gpu,42056,42064,1,1
gpu,42056,42067,1,1
gpu,42057,42056,1,1
gpu,42057,42065,1,1
gpu,42057,42066,1,1
gpu,42057,71601,1,1
gpu,42058,41585,1,1
gpu,42058,71601,1,1
gpu,42059,71601,1,1
gpu,42065,42210,1,1
gpu,42067,42164,1,1
gpu,42068,41836,1,1
gpu,42068,41839,1,1
gpu,42068,42004,1,1
gpu,42068,71602,1,1
gpu,42069,71602,1,1
gpu,42070,71602,1,1
gpu,42072,42076,1,1
gpu,42072,42077,1,1
gpu,42072,71603,1,1
gpu,42073,71603,1,1
gpu,42074,71603,1,1
gpu,42076,42052,1,1
gpu,42078,42082,1,1
gpu,42078,42083,1,1
gpu,42078,42084,1,1
gpu,42078,71604,1,1
gpu,42079,71604,1,1
gpu,42080,71604,1,1
gpu,42085,42086,1,1
gpu,42085,42087,1,1
gpu,42085,42088,1,1
gpu,42085,42089,1,1
gpu,42089,41900,1,1
gpu,42090,42091,1,1
gpu,42090,42092,1,1
gpu,42090,42093,1,1
gpu,42093,41497,1,1
gpu,42094,42097,1,1
gpu,42094,42098,1,1
gpu,42094,42099,1,1
gpu,42094,42100,1,1
gpu,42094,42102,1,1
gpu,42094,42104,1,1
gpu,42095,42094,1,1
gpu,42095,42101,1,1
gpu,42095,42103,1,1
gpu,42096,42095,1,1
gpu,42103,41730,1,1
gpu,42104,41385,1,1
gpu,42105,42106,1,1
gpu,42105,42107,1,1
gpu,42105,42108,1,1
gpu,42107,41838,1,1
gpu,42107,41856,1,1
gpu,42107,42202,1,1
gpu,42109,42110,1,1
gpu,42109,42111,1,1
gpu,42110,41577,1,1
gpu,42112,42113,1,1
gpu,42114,42117,1,1
gpu,42115,42114,1,1
gpu,42115,67223,1,1
gpu,42116,42012,1,1
gpu,42116,42115,1,1
gpu,42117,41882,1,1
gpu,42118,42119,1,1
gpu,42118,42120,1,1
gpu,42119,41838,1,1
gpu,42121,42122,1,1
gpu,42121,42123,1,1
gpu,42123,41646,1,1
gpu,42124,42125,1,1
gpu,42125,27009,1,1
gpu,42126,42127,1,1
gpu,42126,42128,1,1
gpu,42126,42129,1,1
gpu,42128,41460,1,1
gpu,42128,41606,1,1
gpu,42130,42131,1,1
gpu,42130,42132,1,1
gpu,42130,42133,1,1
gpu,42130,42134,1,1
gpu,42130,42135,1,1
gpu,42130,42136,1,1
gpu,42138,42139,1,1
gpu,42140,41644,1,1
gpu,42141,42142,1,1
gpu,42141,42143,1,1
gpu,42141,42144,1,1
gpu,42144,41585,1,1
gpu,42145,42146,1,1
gpu,42145,42147,1,1
gpu,42147,42123,1,1
gpu,42148,42151,1,1
gpu,42148,42152,1,1
gpu,42148,42154,1,1
gpu,42149,42148,1,1
gpu,42149,42153,1,1
gpu,42150,42149,1,1
gpu,42154,41089,1,1
gpu,42155,42158,1,1
gpu,42155,42159,1,1
gpu,42155,42160,1,1
gpu,42155,42161,1,1
gpu,42155,42162,1,1
gpu,42155,42164,1,1
gpu,42156,42155,1,1
gpu,42156,42163,1,1
gpu,42157,41556,1,1
gpu,42157,42156,1,1
gpu,42163,42065,1,1
gpu,42165,41401,1,1
gpu,42165,71605,1,1
gpu,42166,71605,1,1
gpu,42167,71605,1,1
gpu,42169,42170,1,1
gpu,42169,42171,1,1
gpu,42172,42177,1,1
gpu,42172,42178,1,1
gpu,42172,42179,1,1
gpu,42172,42180,1,1
gpu,42172,42182,1,1
gpu,42172,71606,1,1
gpu,42173,71606,1,1
gpu,42174,41536,1,1
gpu,42174,42173,1,1
gpu,42174,42181,1,1
gpu,42175,71606,1,1
gpu,42183,42184,1,1
gpu,42184,41592,1,1
gpu,42185,42189,1,1
gpu,42185,42190,1,1
gpu,42185,42191,1,1
gpu,42185,71607,1,1
gpu,42186,71607,1,1
gpu,42187,71607,1,1
gpu,42189,41570,1,1
gpu,42192,42196,1,1
gpu,42192,71608,1,1
gpu,42193,41578,1,1
gpu,42193,42052,1,1
gpu,42193,42093,1,1
gpu,42193,71608,1,1
gpu,42194,71608,1,1
gpu,42196,41549,1,1
gpu,42196,41569,1,1
gpu,42197,42198,1,1
gpu,42197,42199,1,1
gpu,42197,42200,1,1
gpu,42201,42202,1,1
gpu,42201,42203,1,1
gpu,42204,42067,1,1
gpu,42204,42207,1,1
gpu,42204,42208,1,1
gpu,42204,42209,1,1
gpu,42205,42204,1,1
gpu,42205,42210,1,1
gpu,42205,42211,1,1
gpu,42206,41597,1,1
gpu,42206,42011,1,1
gpu,42206,42205,1,1
gpu,42210,41549,1,1
gpu,42212,42214,1,1
gpu,42212,42215,1,1
gpu,42212,42216,1,1
gpu,42213,42212,1,1
gpu,43001,43033,1,1
gpu,43001,43050,1,1
gpu,43002,43027,1,1
gpu,43003,43004,1,1
gpu,43003,43083,1,1
gpu,43006,43008,1,1
gpu,43006,43768,1,1
gpu,43007,43006,1,1
gpu,43007,43483,1,1
gpu,43007,59550,1,1
gpu,43009,43010,1,1
gpu,43010,43054,1,1
gpu,43011,43758,1,1
gpu,43012,43011,1,1
gpu,43012,43014,1,1
gpu,43013,43012,1,1
gpu,43013,43048,1,1
gpu,43014,59567,1,1
gpu,43015,43051,1,1
gpu,43015,43333,1,1
gpu,43016,43024,1,1
gpu,43017,43086,1,1
gpu,43017,43207,1,1
gpu,43018,43019,1,1
gpu,43019,43027,1,1
gpu,43019,43060,1,1
gpu,43020,43046,1,1
gpu,43020,59045,1,1
gpu,43021,43023,1,1
gpu,43022,43021,1,1
gpu,43022,43031,1,1
gpu,43023,46150,1,1
gpu,43025,43041,1,1
gpu,43025,43164,1,1
gpu,43026,43027,1,1
gpu,43026,43028,1,1
gpu,43027,43003,1,1
gpu,43029,43010,1,1
gpu,43029,43481,1,1
gpu,43030,43311,1,1
gpu,43031,43032,1,1
gpu,43031,43243,1,1
gpu,43033,43437,1,1
gpu,43033,43481,1,1
gpu,43034,43035,1,1
gpu,43035,59045,1,1
gpu,43036,43037,1,1
gpu,43036,43452,1,1
gpu,43036,43455,1,1
gpu,43036,43541,1,1
gpu,43036,43729,1,1
gpu,43038,43039,1,1
gpu,43038,43040,1,1
gpu,43039,43093,1,1
gpu,43039,43441,1,1
gpu,43041,43042,1,1
gpu,43041,43052,1,1
gpu,43043,43050,1,1
gpu,43044,43045,1,1
gpu,43046,43047,1,1
gpu,43046,43098,1,1
gpu,43048,43049,1,1
gpu,43050,43768,1,1
gpu,43051,43030,1,1
gpu,43051,43311,1,1
gpu,43053,43450,1,1
gpu,43054,43048,1,1
gpu,43054,43055,1,1
gpu,43054,43478,1,1
gpu,43056,43058,1,1
gpu,43057,43056,1,1
gpu,43057,43540,1,1
gpu,43058,43811,1,1
gpu,43059,43024,1,1
gpu,43059,43729,1,1
gpu,43059,43807,1,1
gpu,43061,43062,1,1
gpu,43063,43064,1,1
gpu,43063,43065,1,1
gpu,43065,43131,1,1
gpu,43066,43092,1,1
gpu,43066,43112,1,1
gpu,43067,43068,1,1
gpu,43069,43071,1,1
gpu,43069,43072,1,1
gpu,43070,43069,1,1
gpu,43073,43077,1,1
gpu,43073,43078,1,1
gpu,43073,71609,1,1
gpu,43074,43172,1,1
gpu,43074,43175,1,1
gpu,43074,43202,1,1
gpu,43074,71609,1,1
gpu,43075,71609,1,1
gpu,43077,43085,1,1
gpu,43077,43128,1,1
gpu,43077,43733,1,1
gpu,43079,43197,1,1
gpu,43080,43194,1,1
gpu,43081,43082,1,1
gpu,43083,43084,1,1
gpu,43083,43086,1,1
gpu,43085,43087,1,1
gpu,43086,43085,1,1
gpu,43088,43085,1,1
gpu,43088,43820,1,1
gpu,43088,71610,1,1
gpu,43089,43043,1,1
gpu,43089,71610,1,1
gpu,43090,71610,1,1
gpu,43092,43081,1,1
gpu,43093,43065,1,1
gpu,43094,43181,1,1
gpu,43095,43097,1,1
gpu,43096,43095,1,1
gpu,43096,43105,1,1
gpu,43096,43214,1,1
gpu,43096,43369,1,1
gpu,43097,43685,1,1
gpu,43098,43019,1,1
gpu,43098,43099,1,1
gpu,43100,43101,1,1
gpu,43100,43102,1,1
gpu,43102,43229,1,1
gpu,43103,43104,1,1
gpu,43103,43684,1,1
gpu,43105,43106,1,1
gpu,43107,43111,1,1
gpu,43107,43387,1,1
gpu,43108,43111,1,1
gpu,43108,43227,1,1
gpu,43109,43110,1,1
gpu,43109,43149,1,1
gpu,43109,43246,1,1
gpu,43111,43369,1,1
gpu,43112,43113,1,1
gpu,43112,43382,1,1
gpu,43112,43729,1,1
gpu,43114,43115,1,1
gpu,43115,43103,1,1
gpu,43115,43684,1,1
gpu,43116,43071,1,1
gpu,43116,43118,1,1
gpu,43116,43758,1,1
gpu,43117,43062,1,1
gpu,43117,43116,1,1
gpu,43119,43112,1,1
gpu,43119,43120,1,1
gpu,43119,43807,1,1
gpu,43121,43108,1,1
gpu,43122,43123,1,1
gpu,43122,43124,1,1
gpu,43124,43126,1,1
gpu,43124,43365,1,1
gpu,43125,43127,1,1
gpu,43125,43733,1,1
gpu,43125,43811,1,1
gpu,43126,43125,1,1
gpu,43128,43130,1,1
gpu,43128,43811,1,1
gpu,43129,43128,1,1
gpu,43129,43131,1,1
gpu,43131,43132,1,1
gpu,43133,43062,1,1
gpu,43133,43070,1,1
gpu,43133,43134,1,1
gpu,43133,43161,1,1
gpu,43135,43136,1,1
gpu,43135,43142,1,1
gpu,43136,43221,1,1
gpu,43137,43138,1,1
gpu,43138,43083,1,1
gpu,43138,43086,1,1
gpu,43139,43140,1,1
gpu,43139,43223,1,1
gpu,43141,43121,1,1
gpu,43141,43150,1,1
gpu,43142,43143,1,1
gpu,43142,43177,1,1
gpu,43142,43223,1,1
gpu,43144,43189,1,1
gpu,43144,43780,1,1
gpu,43145,43146,1,1
gpu,43146,43161,1,1
gpu,43146,43175,1,1
gpu,43147,43103,1,1
gpu,43147,43148,1,1
gpu,43147,43215,1,1
gpu,43147,43684,1,1
gpu,43150,43080,1,1
gpu,43150,43139,1,1
gpu,43151,43152,1,1
gpu,43151,43181,1,1
gpu,43151,43204,1,1
gpu,43153,43154,1,1
gpu,43153,43177,1,1
gpu,43153,43223,1,1
gpu,43155,43094,1,1
gpu,43155,43156,1,1
gpu,43155,43170,1,1
gpu,43157,43159,1,1
gpu,43157,43199,1,1
gpu,43158,43157,1,1
gpu,43160,43161,1,1
gpu,43162,43186,1,1
gpu,43163,43167,1,1
gpu,43163,43168,1,1
gpu,43163,43169,1,1
gpu,43163,71611,1,1
gpu,43164,43179,1,1
gpu,43164,43208,1,1
gpu,43164,43215,1,1
gpu,43164,71611,1,1
gpu,43165,71611,1,1
gpu,43168,43157,1,1
gpu,43170,43171,1,1
gpu,43170,43189,1,1
gpu,43173,43174,1,1
gpu,43173,43217,1,1
gpu,43175,43142,1,1
gpu,43176,43178,1,1
gpu,43176,43720,1,1
gpu,43177,43176,1,1
gpu,43177,43231,1,1
gpu,43179,43150,1,1
gpu,43180,43182,1,1
gpu,43180,43183,1,1
gpu,43181,43172,1,1
gpu,43181,43180,1,1
gpu,43183,43077,1,1
gpu,43183,43814,1,1
gpu,43184,43185,1,1
gpu,43184,43186,1,1
gpu,43184,43187,1,1
gpu,43188,43074,1,1
gpu,43188,43131,1,1
gpu,43189,43188,1,1
gpu,43190,43191,1,1
gpu,43191,43109,1,1
gpu,43192,43193,1,1
gpu,43193,43080,1,1
gpu,43193,43158,1,1
gpu,43193,43162,1,1
gpu,43194,43164,1,1
gpu,43194,43195,1,1
gpu,43196,43198,1,1
gpu,43196,43199,1,1
gpu,43196,43200,1,1
gpu,43196,43201,1,1
gpu,43197,43102,1,1
gpu,43197,43196,1,1
gpu,43202,43203,1,1
gpu,43202,43226,1,1
gpu,43204,43081,1,1
gpu,43205,43206,1,1
gpu,43205,43207,1,1
gpu,43207,43191,1,1
gpu,43208,43173,1,1
gpu,43208,43209,1,1
gpu,43210,43211,1,1
gpu,43212,43213,1,1
gpu,43212,43214,1,1
gpu,43214,43365,1,1
gpu,43215,43216,1,1
gpu,43217,43197,1,1
gpu,43217,43218,1,1
gpu,43219,43220,1,1
gpu,43219,43221,1,1
gpu,43221,43133,1,1
gpu,43222,43223,1,1
gpu,43224,43225,1,1
gpu,43224,43226,1,1
gpu,43226,43175,1,1
gpu,43227,43096,1,1
gpu,43227,43105,1,1
gpu,43227,43228,1,1
gpu,43229,43230,1,1
gpu,43229,43251,1,1
gpu,43231,43186,1,1
gpu,43231,43721,1,1
gpu,43232,43234,1,1
gpu,43233,43232,1,1
gpu,43234,43238,1,1
gpu,43235,43717,1,1
gpu,43236,43235,1,1
gpu,43236,43238,1,1
gpu,43237,43079,1,1
gpu,43237,43233,1,1
gpu,43237,43236,1,1
gpu,43238,43199,1,1
gpu,43239,43241,1,1
gpu,43239,43242,1,1
gpu,43240,43239,1,1
gpu,43240,59020,1,1
gpu,43240,59022,1,1
gpu,43241,43255,1,1
gpu,43243,43244,1,1
gpu,43243,43280,1,1
gpu,43245,43249,1,1
gpu,43245,43250,1,1
gpu,43245,71612,1,1
gpu,43246,43060,1,1
gpu,43246,71612,1,1
gpu,43247,71612,1,1
gpu,43249,43234,1,1
gpu,43252,43253,1,1
gpu,43252,43712,1,1
gpu,43254,43263,1,1
gpu,43254,43294,1,1
gpu,43255,43256,1,1
gpu,43255,43261,1,1
gpu,43255,43285,1,1
gpu,43257,43259,1,1
gpu,43257,43260,1,1
gpu,43258,43257,1,1
gpu,43258,45533,1,1
gpu,43261,43262,1,1
gpu,43261,43270,1,1
gpu,43261,43272,1,1
gpu,43264,43243,1,1
gpu,43264,43265,1,1
gpu,43266,43313,1,1
gpu,43266,43323,1,1
gpu,43267,43269,1,1
gpu,43267,43773,1,1
gpu,43267,45989,1,1
gpu,43268,43267,1,1
gpu,43270,43251,1,1
gpu,43270,43271,1,1
gpu,43272,43273,1,1
gpu,43272,43323,1,1
gpu,43275,43274,1,1
gpu,43275,46149,1,1
gpu,43276,43278,1,1
gpu,43277,43276,1,1
gpu,43277,45532,1,1
gpu,43279,43261,1,1
gpu,43279,43282,1,1
gpu,43280,43031,1,1
gpu,43281,43283,1,1
gpu,43281,43284,1,1
gpu,43282,43274,1,1
gpu,43282,43281,1,1
gpu,43284,46130,1,1
gpu,43285,43286,1,1
gpu,43287,43321,1,1
gpu,43287,46137,1,1
gpu,43288,43290,1,1
gpu,43288,43291,1,1
gpu,43289,43288,1,1
gpu,43290,43301,1,1
gpu,43290,43696,1,1
gpu,43292,43293,1,1
gpu,43292,43332,1,1
gpu,43294,43022,1,1
gpu,43295,43296,1,1
gpu,43296,43322,1,1
gpu,43296,43843,1,1
gpu,43297,43301,1,1
gpu,43297,43302,1,1
gpu,43297,71613,1,1
gpu,43298,43381,1,1
gpu,43298,71613,1,1
gpu,43299,71613,1,1
gpu,43301,43348,1,1
gpu,43303,43312,1,1
gpu,43303,43322,1,1
gpu,43304,43308,1,1
gpu,43304,71614,1,1
gpu,43305,71614,1,1
gpu,43306,71614,1,1
gpu,43308,43701,1,1
gpu,43309,43310,1,1
gpu,43309,43329,1,1
gpu,43311,43321,1,1
gpu,43311,43327,1,1
gpu,43312,43289,1,1
gpu,43312,43319,1,1
gpu,43313,43254,1,1
gpu,43313,43292,1,1
gpu,43313,43314,1,1
gpu,43315,43319,1,1
gpu,43315,71615,1,1
gpu,43316,71615,1,1
gpu,43317,71615,1,1
gpu,43320,43321,1,1
gpu,43321,43308,1,1
gpu,43322,43309,1,1
gpu,43323,43276,1,1
gpu,43323,43324,1,1
gpu,43323,43325,1,1
gpu,43325,43252,1,1
gpu,43326,43336,1,1
gpu,43327,43332,1,1
gpu,43328,43329,1,1
gpu,43329,43693,1,1
gpu,43330,43331,1,1
gpu,43330,43332,1,1
gpu,43332,43289,1,1
gpu,43333,43334,1,1
gpu,43333,43368,1,1
gpu,43335,43337,1,1
gpu,43336,43335,1,1
gpu,43338,43339,1,1
gpu,43338,43340,1,1
gpu,43341,43326,1,1
gpu,43341,43342,1,1
gpu,43341,43396,1,1
gpu,43343,21752,1,1
gpu,43343,29952,1,1
gpu,43343,43344,1,1
gpu,43345,43349,1,1
gpu,43345,43727,1,1
gpu,43346,43345,1,1
gpu,43346,43348,1,1
gpu,43347,43346,1,1
gpu,43348,43335,1,1
gpu,43349,43781,1,1
gpu,43350,43349,1,1
gpu,43350,43352,1,1
gpu,43350,43353,1,1
gpu,43351,43350,1,1
gpu,43351,43374,1,1
gpu,43351,43388,1,1
gpu,43352,43348,1,1
gpu,43354,43355,1,1
gpu,43354,43363,1,1
gpu,43356,43016,1,1
gpu,43356,43057,1,1
gpu,43356,43357,1,1
gpu,43358,43359,1,1
gpu,43358,43749,1,1
gpu,43360,43361,1,1
gpu,43360,43362,1,1
gpu,43362,43124,1,1
gpu,43362,43126,1,1
gpu,43363,29090,1,1
gpu,43364,43374,1,1
gpu,43364,43401,1,1
gpu,43365,43366,1,1
gpu,43367,43364,1,1
gpu,43368,43067,1,1
gpu,43369,43214,1,1
gpu,43369,43367,1,1
gpu,43370,43372,1,1
gpu,43370,43373,1,1
gpu,43371,43052,1,1
gpu,43371,43370,1,1
gpu,43371,43387,1,1
gpu,43372,43023,1,1
gpu,43375,43376,1,1
gpu,43375,43381,1,1
gpu,43376,43347,1,1
gpu,43376,43377,1,1
gpu,43376,43379,1,1
gpu,43378,43358,1,1
gpu,43379,43363,1,1
gpu,43380,43381,1,1
gpu,43381,43385,1,1
gpu,43381,43395,1,1
gpu,43382,43126,1,1
gpu,43382,43383,1,1
gpu,43384,43374,1,1
gpu,43385,43375,1,1
gpu,43385,43386,1,1
gpu,43387,43067,1,1
gpu,43388,43384,1,1
gpu,43388,43389,1,1
gpu,43390,43394,1,1
gpu,43390,43395,1,1
gpu,43390,71616,1,1
gpu,43391,71616,1,1
gpu,43392,71616,1,1
gpu,43395,43319,1,1
gpu,43395,43368,1,1
gpu,43396,43354,1,1
gpu,43397,43398,1,1
gpu,43398,43845,1,1
gpu,43399,43400,1,1
gpu,43399,43401,1,1
gpu,43401,43347,1,1
gpu,43402,43403,1,1
gpu,43402,43404,1,1
gpu,43404,29030,1,1
gpu,43404,43677,1,1
gpu,43405,43676,1,1
gpu,43405,71617,1,1
gpu,43406,29025,1,1
gpu,43406,43763,1,1
gpu,43406,71617,1,1
gpu,43407,71617,1,1
gpu,43409,43410,1,1
gpu,43409,43783,1,1
gpu,43411,43412,1,1
gpu,43413,43553,1,1
gpu,43414,43404,1,1
gpu,43414,43415,1,1
gpu,43414,43736,1,1
gpu,43416,43417,1,1
gpu,43416,43558,1,1
gpu,43418,43766,1,1
gpu,43418,43792,1,1
gpu,43418,71618,1,1
gpu,43419,43423,1,1
gpu,43419,43424,1,1
gpu,43419,43425,1,1
gpu,43419,71618,1,1
gpu,43420,43419,1,1
gpu,43420,43427,1,1
gpu,43420,43457,1,1
gpu,43421,71618,1,1
gpu,43424,43462,1,1
gpu,43426,43420,1,1
gpu,43426,43446,1,1
gpu,43427,43429,1,1
